OBJECTID,Ohrozenie,Dátum,Poznámka,Druh ohrozenia,Ohrozenie detail,Hodina výskytu,Y,X
238,Medveď - pobytové znaky,2022-07-07 10:29:34,,Nedefinované,,Nedefinované,"48,99543681","19,99159259"
239,Medveď - pobytové znaky,2022-07-07 10:29:45,,Nedefinované,,Nedefinované,"48,99329244","20,01574591"
240,Medveď - pobytové znaky,2022-06-02 10:00:00,,Nedefinované,,Nedefinované,"48,98415226","20,02589246"
241,Medveď - pobytové znaky,2022-06-29 10:00:00,,Nedefinované,,Nedefinované,"48,97425401","20,0338621"
242,Medveď - vizuálny kontakt,2022-07-06 10:00:00,,Samec,,Nedefinované,"48,97679983","20,03836397"
243,Medveď - pobytové znaky,2022-07-06 10:00:00,,Nedefinované,,Nedefinované,"48,98092003","20,04000023"
244,Medveď - pobytové znaky,2022-06-19 10:00:00,,Nedefinované,,Nedefinované,"48,99256885","20,03458102"
245,Medveď - pobytové znaky,2022-07-06 10:00:00,,Nedefinované,,Nedefinované,"48,99961859","20,03383706"
246,Medveď - pobytové znaky,2022-07-05 10:00:00,,Nedefinované,,Nedefinované,"49,01198592","20,02330825"
247,Medveď - vizuálny kontakt,2022-06-21 10:00:00,,Medvedica s mladými,,Nedefinované,"49,00972322","20,03780283"
248,Medveď - pobytové znaky,2022-06-28 10:00:00,,Nedefinované,,Nedefinované,"48,99168597","20,05890054"
249,Medveď - pobytové znaky,2022-06-29 10:00:00,,Nedefinované,,Nedefinované,"48,98198874","20,05380682"
250,Medveď - vizuálny kontakt,2022-06-15 10:00:00,,Samec,,Nedefinované,"48,99620554","20,05575507"
251,Medveď - pobytové znaky,2022-07-03 10:00:00,,Nedefinované,,Nedefinované,"48,94896056","20,04631362"
252,Medveď - vizuálny kontakt,2022-05-17 10:00:00,,Samec,,Nedefinované,"48,95542358","20,02557253"
253,Medveď - vizuálny kontakt,2022-05-30 10:00:00,,Nedefinované,,Nedefinované,"48,98703637","20,0175213"
254,Medveď - vizuálny kontakt,2022-02-20 11:00:00,,0,,Nedefinované,"48,87047486","19,13797637"
255,Medveď - vizuálny kontakt,2022-06-24 10:00:00,,Nedefinované,,Nedefinované,"48,64918532","19,43871871"
256,Medveď - pobytové znaky,2022-06-11 10:00:00,,Značkovacie stromy a vývratiská,,Nedefinované,"48,98552081","19,64067408"
257,Medveď - vizuálny kontakt,2022-06-29 10:00:00,,Nedefinované,,Nedefinované,"48,42900486","18,8097526"
258,Medveď - pobytové znaky,2022-06-19 10:00:00,,Nedefinované,,Nedefinované,"48,90404344","20,15359801"
259,Medveď - pobytové znaky,2022-06-25 10:00:00,,Nedefinované,,Nedefinované,"48,90724558","20,08010619"
260,Medveď - pobytové znaky,2022-06-02 10:00:00,,Nedefinované,,Nedefinované,"48,90452451","20,06954974"
261,Medveď - vizuálny kontakt,2022-06-16 10:00:00,,Nedefinované,,Nedefinované,"48,91352751","20,04585869"
262,Medveď - pobytové znaky,2022-07-07 10:24:28,,Nedefinované,,Nedefinované,"49,01332268","20,00205091"
263,Medveď - pobytové znaky,2022-06-18 10:00:00,,Nedefinované,,Nedefinované,"48,97069043","20,10957351"
264,Medveď - pobytové znaky,2022-06-20 10:00:00,,Nedefinované,,Nedefinované,"48,96149012","20,11841809"
265,Medveď - vizuálny kontakt,2022-05-26 10:00:00,pri horárni v oplôtku,Medvedica,,Nedefinované,"48,94337575","20,12054557"
266,Medveď - vizuálny kontakt,2022-06-15 10:00:00,lesník stihol dobehnúť do auta - 2 samce na lokalite,Samec,,Nedefinované,"48,92436557","20,15153253"
267,Medveď - vizuálny kontakt,2021-08-20 10:00:00,Leto 2021 -turistov zvážal DHZ LT,Nedefinované,,Nedefinované,"48,91333307","20,14336947"
268,Medveď - pobytové znaky,2022-07-05 10:00:00,,Značkovacie stromy a vývratiská,,Nedefinované,"48,90441274","20,14974885"
269,Medveď - pobytové znaky,2022-06-30 10:00:00,,Nedefinované,,Nedefinované,"48,91702838","20,15402163"
270,Medveď - pobytové znaky,2022-07-06 10:00:00,,Nedefinované,,Nedefinované,"48,93404743","20,11331203"
271,Medveď - vizuálny kontakt,2022-05-31 10:00:00,,Samec,,Nedefinované,"48,90607925","20,10146205"
272,Medveď - pobytové znaky,2022-06-25 10:00:00,,Nedefinované,,Nedefinované,"48,90384903","20,0824511"
273,Medveď - pobytové znaky,2022-06-25 10:00:00,,Nedefinované,,Nedefinované,"48,90234919","20,07725849"
274,Medveď - pobytové znaky,2022-05-29 10:00:00,,Nedefinované,,Nedefinované,"48,91336549","20,03269001"
275,Medveď - pobytové znaky,2022-05-29 10:00:00,,Nedefinované,,Nedefinované,"48,92211217","20,04764886"
276,Medveď - vizuálny kontakt,2021-10-08 10:00:00,,Nedefinované,,Nedefinované,"48,93462977","20,06218374"
277,Medveď - pobytové znaky,2022-02-14 11:00:00,,Stopa,,Nedefinované,"49,2578813","22,03279379"
278,Medveď - pobytové znaky,2022-05-16 10:00:00,,Trus,,Nedefinované,"49,24407035","22,01525595"
279,Medveď - pobytové znaky,2022-05-04 10:00:00,,Trus,,Nedefinované,"49,30334217","19,24784281"
280,Medveď - pobytové znaky,2022-06-27 10:00:00,,Trus,,Nedefinované,"49,25609944","22,01456298"
281,Medveď - pobytové znaky,2022-05-05 10:00:00,,Stopa,,Nedefinované,"49,25783246","21,97717808"
282,Medveď - pobytové znaky,2022-06-15 10:00:00,,Stopa,,Nedefinované,"49,2467497","21,98281168"
283,Medveď - vizuálny kontakt,2022-05-11 10:00:00,,Samec,,Nedefinované,"48,49532897","18,46184662"
284,Medveď - vizuálny kontakt,2021-08-15 10:00:00,Leto 2021 - HZS pri turistoch,Nedefinované,,Nedefinované,"48,9021495","20,13957044"
285,Medveď - vizuálny kontakt,2022-07-07 10:29:10,,Medvedica s mladými,,Nedefinované,"48,98987119","19,99821347"
286,Medveď - pobytové znaky,2022-07-08 10:25:21,brloh,Nedefinované,,Nedefinované,"48,88744901","19,78565842"
287,Medveď - vizuálny kontakt,2022-07-08 10:23:06,,Nedefinované,,Nedefinované,"48,82757154","20,47022173"
288,Medveď - pobytové znaky,2022-07-08 10:30:04,,Nedefinované,,Nedefinované,"48,78419157","20,45619832"
289,Medveď - pobytové znaky,2022-07-08 10:33:05,,Nedefinované,,Nedefinované,"48,83011753","20,49171497"
290,Medveď - pobytové znaky,2022-06-21 10:00:00,,Stopa,,Nedefinované,"49,31617776","18,87005144"
291,Medveď - pobytové znaky,2022-07-13 10:52:06,,Nedefinované,,Nedefinované,"48,94519891","19,95747814"
292,Medveď - vizuálny kontakt,2022-07-13 10:52:57,,Nedefinované,,Nedefinované,"48,93150924","19,96419306"
293,Medveď - pobytové znaky,2022-01-28 11:00:00,,Stopa,,Nedefinované,"49,2538312","22,03914748"
294,Medveď - pobytové znaky,2022-07-13 10:34:09,,Značkovacie stromy a vývratiská,,Nedefinované,"48,88548643","18,14825993"
295,Medveď - vizuálny kontakt,2022-07-13 10:17:24,,Nedefinované,,,"48,93760269","19,96224768"
296,Medveď - vizuálny kontakt,2022-05-30 10:00:00,"9 40 hod, 50m/mladina",Nedefinované,,Nedefinované,"48,67132354","18,66980132"
297,Medveď - pobytové znaky,2022-07-13 10:18:59,,Nedefinované,,,"48,93873988","19,95133922"
298,Medveď - vizuálny kontakt,2022-07-13 10:19:54,,Nedefinované,,,"48,95304473","19,96924937"
299,Medveď - pobytové znaky,2022-07-13 10:20:22,,Nedefinované,,,"48,95984918","19,98403455"
300,Medveď - pobytové znaky,2022-07-13 10:20:48,,Nedefinované,,,"48,94745701","19,98987744"
301,Medveď - pobytové znaky,2022-07-13 10:21:19,,Nedefinované,,,"48,93699989","19,97866784"
302,Medveď - pobytové znaky,2022-07-13 10:21:38,,Nedefinované,,,"48,93109466","19,99027247"
303,Medveď - vizuálny kontakt,2022-07-13 10:49:44,,Nedefinované,,,"49,00668252","19,90422002"
304,Medveď - vizuálny kontakt,2022-07-13 10:50:20,,Nedefinované,,,"49,00160391","19,90061488"
305,Medveď - vizuálny kontakt,2022-07-13 10:57:28,,Nedefinované,,,"48,97808942","19,90014211"
306,Medveď - pobytové znaky,2022-07-14 10:55:08,,Nedefinované,,Nedefinované,"48,94645933","20,01595412"
307,Medveď - pobytové znaky,2022-07-14 10:58:24,,Stopa,,Nedefinované,"48,88776088","19,25006167"
308,Medveď - vizuálny kontakt,2022-07-14 10:59:15,,Samec,,Nedefinované,"48,89415063","19,25543279"
309,Medveď - pobytové znaky,2022-07-14 10:00:35,,Stopa,,Nedefinované,"48,86984247","19,25052566"
310,Medveď - pobytové znaky,2022-07-14 10:01:25,,Trus,,Nedefinované,"48,87083031","19,26213385"
311,Medveď - vizuálny kontakt,2022-07-12 10:00:00,,Medvedica s mladými,,Nedefinované,"48,87832938","19,27739635"
312,Medveď - vizuálny kontakt,2022-07-08 10:00:00,,Samec,,Nedefinované,"48,87251353","19,30595625"
313,Medveď - vizuálny kontakt,2022-07-14 10:12:14,,Medvedica s mladými,,Nedefinované,"48,90213384","19,32181542"
314,Medveď - pobytové znaky,2022-07-14 10:13:16,,Trus,,Nedefinované,"48,90810815","19,30798922"
315,Medveď - vizuálny kontakt,2022-07-14 10:14:09,,Medvedica s mladými,,Nedefinované,"48,89645063","19,31266753"
316,Medveď - útok,2022-06-10 10:00:00,,Nedefinované,,Nedefinované,"48,92669322","19,33489612"
317,Medveď - vizuálny kontakt,2022-05-15 10:00:00,,Nedefinované,,Nedefinované,"48,91723045","19,33505953"
318,Medveď - pobytové znaky,2022-07-14 10:18:25,,Nedefinované,,Nedefinované,"48,91886786","19,34710341"
319,Medveď - vizuálny kontakt,2022-07-14 10:26:38,,Medvedica,,8,"48,81631408","18,76895437"
320,Medveď - vizuálny kontakt,2022-07-14 10:28:14,,Medvedica s mladými,,7,"48,96493838","18,68248821"
321,Medveď - pobytové znaky,2022-05-13 10:00:00,,Stopa,,Nedefinované,"48,64357162","20,02520479"
322,Medveď - vizuálny kontakt,2022-07-12 10:00:00,,Samec,,6,"48,84557137","18,94460331"
323,Medveď - vizuálny kontakt,2022-07-12 10:00:00,,Samec,,9,"48,84520669","18,95339603"
324,Medveď - vizuálny kontakt,2022-07-08 10:00:00,,Samec,,7,"48,84164946","18,90608487"
325,Medveď - pobytové znaky,2022-07-12 10:00:00,,Trus,,10,"48,83662826","20,03156028"
326,Medveď - vizuálny kontakt,2022-07-14 10:33:41,,Nedefinované,,Nedefinované,"48,97026795","19,94758117"
327,Medveď - vizuálny kontakt,2022-07-14 10:04:14,,Nedefinované,,Nedefinované,"48,96192708","19,92140051"
328,Medveď - vizuálny kontakt,2022-07-06 10:00:00,,Samec,,10,"48,82168128","19,97029529"
329,Medveď - vizuálny kontakt,2022-07-15 10:18:00,,Medvedica s mladými,,Nedefinované,"48,81706765","19,92241907"
330,Medveď - útok,2022-07-15 10:22:41,,Samec,,9,"48,79535369","19,98037045"
331,Medveď - pobytové znaky,2022-05-11 10:00:00,,Stopa,,Nedefinované,"49,18872657","22,06371239"
332,Medveď - pobytové znaky,2022-05-20 10:00:00,,Stopa,,Nedefinované,"49,19244111","22,09410938"
333,Medveď - pobytové znaky,2022-07-05 10:00:00,,Značkovacie stromy a vývratiská,,11,"48,89249105","21,0614834"
334,Medveď - pobytové znaky,2022-07-04 10:00:00,,Stopa,,11,"48,77545667","20,90155868"
335,Medveď - pobytové znaky,2022-07-07 10:00:00,,Stopa,,10,"48,77994738","20,91386401"
336,Medveď - vizuálny kontakt,2022-02-10 11:00:00,"ucekal het, bo ho pes poplašil",Nedefinované,,10,"48,85020668","18,43251378"
337,Medveď - pobytové znaky,2022-07-15 10:39:24,,Trus,,10,"48,75722301","20,18207853"
338,Medveď - pobytové znaky,2022-05-18 10:00:00,brloh,Značkovacie stromy a vývratiská,,12,"48,57466257","20,14514807"
339,Medveď - pobytové znaky,2022-07-18 10:08:39,,Stopa,,10,"48,57410676","20,15671328"
340,Medveď - pobytové znaky,2022-07-18 10:11:32,,Stopa,,9,"48,60603278","20,04342756"
341,Medveď - vizuálny kontakt,2022-07-06 10:00:00,,Nedefinované,,13,"48,94279724","17,89157759"
342,Medveď - útok,2022-07-18 10:08:06,,Medvedica s mladými,,Nedefinované,"48,88590985","19,88277758"
343,Medveď - vizuálny kontakt,2022-07-18 10:08:50,,Medvedica s mladými,,8,"48,88559563","19,89342347"
344,Medveď - vizuálny kontakt,2022-07-18 10:10:01,,Samec,,9,"48,88662635","19,91736576"
345,Medveď - vizuálny kontakt,2022-07-18 10:12:30,,Samec,,10,"48,89555474","19,92614035"
346,Medveď - vizuálny kontakt,2022-06-11 10:00:00,cca 200 kg na lesnej ceste,Samec,,21,"48,79796924","19,93898781"
347,Medveď - pobytové znaky,2022-07-19 10:00:00,,Trus,,8,"48,84578029","18,94072353"
348,Medveď - vizuálny kontakt,2022-07-20 10:44:55,mladina,Samec,,6,"49,2540712","21,97633643"
349,Medveď - pobytové znaky,2022-06-23 10:00:00,,Značkovacie stromy a vývratiská,,4,"49,60777113","19,44850393"
350,Medveď - pobytové znaky,2022-06-23 10:00:00,,Značkovacie stromy a vývratiská,,4,"49,5877966","19,41990065"
351,Medveď - vizuálny kontakt,2022-07-19 10:00:00,samec pomerné veľký bežal po poli,Samec,,Nedefinované,"48,8534504","19,88014931"
352,Medveď - vizuálny kontakt,2022-07-07 10:00:00,,Samec,,10,"48,62689171","18,97541244"
353,Medveď - vizuálny kontakt,2022-07-20 10:00:00,Pracovníci v čistke,Nedefinované,,10,"48,63564255","18,61129072"
354,Medveď - vizuálny kontakt,2022-07-21 10:47:20,100m/porast,Samec,,21,"48,65378611","18,62900477"
355,Medveď - vizuálny kontakt,2022-07-25 10:54:09,3-4 ročný,Samec,,10,"49,04402997","19,1421781"
356,Medveď - pobytové znaky,2022-07-25 10:00:00,,Trus,,7,"49,29014275","19,70910248"
357,Medveď - pobytové znaky,2022-07-27 10:34:45,,Trus,,9,"48,86422426","18,8297045"
358,Medveď - vizuálny kontakt,2022-07-26 10:00:00,,Medvedica s mladými,,8,"48,7361705","20,17488531"
359,Medveď - vizuálny kontakt,2022-07-24 10:00:00,,Medvedica s mladými,,10,"48,75389622","20,17967178"
360,Medveď - pobytové znaky,2022-07-25 10:00:00,,Stopa,,8,"48,72321497","20,11472526"
361,Medveď - vizuálny kontakt,2022-07-28 10:10:43,,Nedefinované,,Nedefinované,"48,82577713","19,76083658"
362,Medveď - vizuálny kontakt,2022-07-28 10:20:20,,Nedefinované,,Nedefinované,"48,79274925","19,82900868"
363,Medveď - vizuálny kontakt,2022-07-16 10:00:00,vzdialenosť 50m/turistický chodník,Nedefinované,,17,"48,583632","17,9588884"
364,Medveď - vizuálny kontakt,2022-06-06 10:00:00,Vzdialenosť 15-20m/zvážnica,Samec,,20,"48,64144513","18,03334896"
365,Medveď - vizuálny kontakt,2022-07-28 10:54:47,,Nedefinované,,Nedefinované,"48,82081055","19,79464477"
366,Medveď - vizuálny kontakt,2022-07-01 10:00:00,,Medvedica s mladými,,9,"48,83616595","18,89873921"
367,Medveď - vizuálny kontakt,2022-07-14 10:43:24,,Samec,,10,"48,83580133","18,8995413"
368,Medveď - vizuálny kontakt,2022-07-12 10:00:00,,Samec,,12,"48,86265255","18,8227327"
369,Medveď - pobytové znaky,2022-07-14 10:55:04,,Stopa,,Nedefinované,"48,98686668","19,97906428"
370,Medveď - pobytové znaky,2022-07-14 10:55:48,,Stopa,,Nedefinované,"48,99352983","19,976484"
371,Medveď - pobytové znaky,2022-07-14 10:58:50,,Stopa,,Nedefinované,"48,99792727","19,96932068"
372,Medveď - pobytové znaky,2022-07-18 10:00:00,,Trus,,13,"48,82910907","20,04991054"
373,Medveď - pobytové znaky,2022-07-13 10:00:00,Les. p.Voletz,Stopa,,10,"48,86734273","20,06133725"
374,Medveď - pobytové znaky,2022-07-11 10:00:00,,Trus,,12,"48,88409907","20,04273488"
375,Medveď - vizuálny kontakt,2022-07-04 10:00:00,Čajnák,Medvedica s mladými,,14,"48,90050216","19,95519161"
376,Medveď - pobytové znaky,2022-07-11 10:00:00,Zvukový kontakt,Nedefinované,,11,"48,8959972","19,94195829"
377,Medveď - pobytové znaky,2022-07-13 10:00:00,,Značkovacie stromy a vývratiská,,8,"48,8951838","19,93228107"
378,Medveď - pobytové znaky,2022-06-27 10:00:00,,Trus,,9,"48,90446018","19,94691751"
379,Medveď - pobytové znaky,2022-06-29 10:00:00,,Stopa,,11,"48,90200223","19,94346666"
380,Medveď - vizuálny kontakt,2022-07-13 10:00:00,,Nedefinované,,23,"48,59226231","19,5221867"
381,Medveď - vizuálny kontakt,2022-07-14 10:32:31,,Nedefinované,,Nedefinované,"48,96342015","19,96906486"
382,Medveď - pobytové znaky,2022-07-15 10:16:14,,Stopa,,10,"48,82428163","19,90559501"
383,Medveď - pobytové znaky,2022-07-13 10:00:00,,Stopa,,12,"48,92190747","21,04743026"
384,Medveď - pobytové znaky,2022-04-14 10:00:00,bars veľa hovien,Trus,,15,"48,85160921","18,43434378"
385,Medveď - pobytové znaky,2022-06-18 10:00:00,,Stopa,,5,"48,65754089","20,05562145"
386,Medveď - vizuálny kontakt,2022-07-18 10:32:46,,Medvedica s mladými,,8,"48,75393237","20,17763801"
387,Medveď - pobytové znaky,2022-06-17 10:00:00,,Stopa,,10,"49,56991952","19,47794709"
388,Medveď - vizuálny kontakt,2022-06-01 10:00:00,fotopasca,Samec,,2,"49,56186043","19,48321334"
389,Medveď - vizuálny kontakt,2022-07-21 10:00:00,,Samec,,12,"48,8910495","19,75978928"
390,Medveď - pobytové znaky,2022-07-28 10:22:56,,Stopa,,6,"48,75812303","20,13086901"
391,Medveď - vizuálny kontakt,2022-07-15 10:00:00,30m/zvážnica,Samec,,6,"48,71055871","18,04503807"
392,Medveď - pobytové znaky,2022-08-03 10:44:39,,Značkovacie stromy a vývratiská,,10,"48,86747757","19,69417225"
393,Medveď - pobytové znaky,2022-07-08 10:00:00,,Značkovacie stromy a vývratiská,,Nedefinované,"49,3111342","18,96840808"
394,Medveď - pobytové znaky,2022-08-08 10:00:00,zničené prikrmovanie,Nedefinované,,Nedefinované,"48,63361193","18,61063795"
395,Medveď - vizuálny kontakt,2021-07-16 10:00:00,,Nedefinované,,7,"48,8439126","19,26561256"
396,Medveď - vizuálny kontakt,2022-05-09 10:00:00,,Nedefinované,,9,"48,84156098","19,27725714"
397,Medveď - vizuálny kontakt,2022-08-16 10:34:28,,Nedefinované,,8,"48,8295684","19,28587588"
398,Medveď - vizuálny kontakt,2022-07-23 10:00:00,,Medvedica s mladými,,6,"48,78424728","19,29673489"
399,Medveď - vizuálny kontakt,2021-08-10 10:00:00,,Nedefinované,,Nedefinované,"48,85473927","19,28516993"
400,Medveď - pobytové znaky,2022-03-20 11:00:00,,Stopa,,13,"49,39133141","19,01094032"
401,Medveď - pobytové znaky,2022-03-20 11:00:00,,Stopa,,11,"49,38436076","19,03925477"
402,Medveď - pobytové znaky,2022-08-19 10:18:14,,Trus,,10,"48,80814497","18,76007794"
403,Medveď - vizuálny kontakt,2022-08-19 10:23:01,,Nedefinované,,Nedefinované,"48,83990003","19,36900208"
404,Medveď - vizuálny kontakt,2022-08-15 10:00:00,,Nedefinované,,10,"48,71636665","18,87511224"
405,Medveď - vizuálny kontakt,2022-08-10 10:00:00,,Samec,,22,"48,48434375","19,64012979"
406,Medveď - vizuálny kontakt,2022-05-06 10:00:00,,Medvedica s mladými,,21,"48,50954462","19,62039808"
407,Medveď - vizuálny kontakt,2022-07-22 10:00:00,,Samec,,Nedefinované,"48,64125762","18,98833561"
408,Medveď - vizuálny kontakt,2022-08-07 10:00:00,,Samec,,10,"48,65312159","18,98938548"
409,Medveď - vizuálny kontakt,2022-08-12 10:00:00,,Medvedica s mladými,,Nedefinované,"48,70820101","18,98954745"
410,Medveď - vizuálny kontakt,2022-07-17 10:00:00,,Nedefinované,,8,"48,80750599","19,29031152"
411,Medveď - vizuálny kontakt,2022-08-23 10:36:57,,Samec,,15,"48,82513809","19,25531565"
412,Medveď - vizuálny kontakt,2022-08-23 10:45:28,Denne,Medvedica s mladými,,20,"48,63910874","19,30446078"
413,Medveď - vizuálny kontakt,2022-08-11 10:00:00,Denne,Medvedica s mladými,,19,"48,63927183","19,29393159"
414,Medveď - vizuálny kontakt,2022-08-12 10:00:00,Denne,Nedefinované,,19,"48,64302928","19,28275665"
415,Medveď - útok,2022-08-23 10:52:59,5minút po ulovení poľovníkom  medveď odniesol jelenča,Samec,,18,"48,64704936","19,2929375"
416,Medveď - vizuálny kontakt,2022-08-10 10:00:00,,Medvedica s mladými,,20,"48,6490091","19,28555822"
417,Medveď - vizuálny kontakt,2022-08-09 10:00:00,Medvieďatá vyliezli na posed a susedný strom,Medvedica s mladými,,21,"48,63910639","19,30042929"
418,Medveď - vizuálny kontakt,2022-06-06 10:00:00,Opakovaný výskyt,Samec,,19,"48,66206105","19,33948216"
419,Medveď - vizuálny kontakt,2022-05-17 10:00:00,,Medvedica s mladými,,21,"48,66533607","19,34514156"
420,Medveď - vizuálny kontakt,2021-07-23 10:00:00,Pohyb v areáli družstva,Nedefinované,,18,"48,64389454","19,30276869"
421,Medveď - vizuálny kontakt,2022-07-14 10:33:02,,Nedefinované,,Nedefinované,"48,96468737","19,97314285"
422,Medveď - vizuálny kontakt,2022-07-14 10:34:22,,Nedefinované,,Nedefinované,"48,95401874","19,94897475"
423,Medveď - vizuálny kontakt,2022-07-14 10:36:36,,Nedefinované,,Nedefinované,"48,93147141","19,92763695"
424,Medveď - vizuálny kontakt,2022-07-14 10:36:54,,Nedefinované,,Nedefinované,"48,92806732","19,91085275"
425,Medveď - vizuálny kontakt,2022-07-14 10:37:11,,Nedefinované,,Nedefinované,"48,92722529","19,90673755"
